"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1911483576140648667","Sun Apr 13 18:16:12 +0000 2025","0","atta adalah karakter favorit gue di film jumbo. my shayla ","1911483576140648667","","","in","","0","0","0","https://x.com/rachienotlychee/status/1911483576140648667","1886639638292652033","rachienotlychee"
"1911481999916933217","Sun Apr 13 18:09:57 +0000 2025","2","funfact dh semingguan dari abis nonton film jumbo ak jd dengerin ost film jumbo seribu juta kali saking sukanya","1911481999916933217","","","in","in ur mind","0","0","0","https://x.com/44notherside/status/1911481999916933217","1630902218382802945","44notherside"
"1911481894161793253","Sun Apr 13 18:09:31 +0000 2025","1","agak laen sama jumbo tuh dua film yang gue tonton tapi nyari tau tentang apa dulu but turns out jadi yang paling ga gue sesalin buat nonton wkwk.","1911481894161793253","","","in","","0","1","0","https://x.com/aintaballerina/status/1911481894161793253","1301392234797965312","aintaballerina"
"1911481868220088643","Sun Apr 13 18:09:25 +0000 2025","0","film jumbo dikata musyrik nih kenape ye anak anak itu harus punya imajinasi yang luas kalo dia dipatahkan terus imajinasi nya dampak nya kemana mana jadi males baca males nulis males mikir kritis bahkan dalam agama pun banyak cerita tentang keajaiban dan mukjizat kokk","1911481868220088643","","","in","Jakarta Capital Region","0","0","0","https://x.com/whiteflamezz/status/1911481868220088643","1435083010953469958","whiteflamezz"
"1911472986441629788","Sun Apr 13 18:09:17 +0000 2025","0","@idextratime Bacanya ada nadanya dan sambil nangis sesenggukan dipojok inget Don di film JUMBO bukan karena ingat Emyu lagi ada di klasemen bawah","1911481833625424358","","idextratime","in","","0","0","0","https://x.com/sparklingkdrama/status/1911481833625424358","1536736055637946374","sparklingkdrama"
"1911415636028272896","Sun Apr 13 18:07:22 +0000 2025","0","@Haynify ga nyindir siapa-siapa brooo hanya mengutip dari film jumbo yang sangat keren","1911481352366788915","","Haynify","in","Bogor, Jawa Barat","0","0","0","https://x.com/azteckumbong/status/1911481352366788915","379033229","azteckumbong"
"1911383326574719341","Sun Apr 13 18:03:58 +0000 2025","0","@Adriandhy Kakkkk selamatt ya ampun ikutan merinding makasii udh bikin film animasi bagus bangett!! Hari ini aku nonton kedua kalinya DAN MASIH HARU. Semoga terus berkarya ya kakk!! Semua orang harus nonton jumbo karena BAGUS BANGET BEYOND EXPECTATION ","1911480495449477259","","Adriandhy","in","Jakarta Capital Region","0","0","0","https://x.com/kiunoia/status/1911480495449477259","1070492813572206592","kiunoia"
"1911477233254105224","Sun Apr 13 18:02:53 +0000 2025","0","@convomf film jumbo","1911480224317128968","","convomf","in","","0","0","0","https://x.com/imfine_kth/status/1911480224317128968","1297622499312599040","imfine_kth"
"1911479498131861725","Sun Apr 13 18:00:00 +0000 2025","190","Keseruan Geng JUMBO saat Cinema Visit di Tangerang bareng Don (Prince Poetiray) Meri (Quinn Salman) &amp; Mae (Graciella Abigail) seru banget! Yuk ajak sahabat keluarga atay orang tersayang buat nobar Film JUMBO di bioskop #JumboUntukSemua https://t.co/K5vUzrdIIk","1911479498131861725","https://pbs.twimg.com/amplify_video_thumb/1911470866849837056/img/Op264XPhel0A6XXP.jpg","","in","","0","0","21","https://x.com/jumbofilm_id/status/1911479498131861725","1678688801454194688","jumbofilm_id"
"1911478326981775628","Sun Apr 13 17:55:21 +0000 2025","0","Menurut w jumbo alur /lt nya hampir mirp kek film coco tapi tetep ada bedanya ok aja sih buat anak2 mah Tapi kalo film coco gw bisa nangis jumbo masih berkaca2 aja . Tapi udah keren animasi indo","1911478326981775628","","","in","","0","0","0","https://x.com/diajengf_/status/1911478326981775628","1343448925911453696","diajengf_"
"1911477660523643084","Sun Apr 13 17:52:42 +0000 2025","2","Acil adalah tokoh terbaik di film Jumbo sih menurut gue. Dewasa banget.","1911477660523643084","","","in","Indonesia","0","0","0","https://x.com/Jahenanas/status/1911477660523643084","91452876","Jahenanas"
"1911477476494377231","Sun Apr 13 17:51:58 +0000 2025","0","Seketika terpikir kalau suaranya Don n geng yang ada di film akan jadi ciri khas karakter mereka selamanya. Saat Jumbo tayang para pengisi suaranya terus tumbuh setidaknya 4 tahun bersama pita suara mereka. Tak akan lagi 100℅ sama. (A little fun/sad fact)","1911477476494377231","","","in","","0","0","0","https://x.com/hafiz_sabiq/status/1911477476494377231","1363564285","hafiz_sabiq"
"1911477397108719997","Sun Apr 13 17:51:39 +0000 2025","0","Abang first time nonton di bioskop nonton jumbo . Di akhir film aku tanya bang mau ga di tinggalin mamiw papiw trus abang jawab ga mau di tinggalin wkwk terharu gw","1911477397108719997","","","in","","0","0","0","https://x.com/diajengf_/status/1911477397108719997","1343448925911453696","diajengf_"
