"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1911207107548090771","Sat Apr 12 23:57:37 +0000 2025","143","Buat mbekk mbekk doang di Film Jumbo ternyata artis profesional butuh observasi juga ya https://t.co/HSucLvyUDA","1911207107548090771","https://pbs.twimg.com/amplify_video_thumb/1909254865542643712/img/cKW1ibppUX21A6U8.jpg","","in","","1","114","5","https://x.com/marimassoklat/status/1911207107548090771","1311623284899733504","marimassoklat"
"1911089488530374850","Sat Apr 12 23:54:54 +0000 2025","0","@tanyakanrl Org tua bisa mengambil sudut pandang budi pekerti di film ini. Ajarkan akhlak ke anak2nya agar menjadi manusia yg beradab. Bisa dicek moral value setelah nonton Jumbo di postingan kakak2 yg sudah nonton ini. https://t.co/5hn2u37bpU","1911206421355704596","","titiskusumadewi","in","Adelaide, South Australia","0","0","0","https://x.com/titiskusumadewi/status/1911206421355704596","626944479","titiskusumadewi"
"1911206072079270299","Sat Apr 12 23:53:30 +0000 2025","0","Guys ada yg mau nonton film jumbo gk ya? Ini di festival walk karawang https://t.co/GLWACGs8Ax","1911206072079270299","https://pbs.twimg.com/media/GoX3ya3WQAMwdzx.jpg","","in","Bandung, Jawa Barat","0","0","0","https://x.com/ankhaluu/status/1911206072079270299","942902173087571968","ankhaluu"
"1911089488530374850","Sat Apr 12 23:51:32 +0000 2025","20","@tanyakanrl Coba liat pendapat ibu itu ketika liat 2 film ini. Lebih melewati batas aqidah mana dibanding film Jumbo https://t.co/FhimDe2vVj","1911205575050006682","https://pbs.twimg.com/media/GoX3VevWQAAxOxr.jpg","tanyakanrl","in","Jakarta Capital Region, Indone","0","0","1","https://x.com/Theozzzz94/status/1911205575050006682","1721299803307708416","Theozzzz94"
"1911204479778824214","Sat Apr 12 23:47:11 +0000 2025","1","Gue mau banget ajak anak tetangga buat nonton jumbo karena itu bagus banget. Ngerasa semua anak harus nonton itu tapi kesel banget ama bapaknya yg suka nuduh gue ngajak anaknya nonton film dewasa ","1911204479778824214","","","in","","0","2","0","https://x.com/sourcreamjoe/status/1911204479778824214","770402520518631424","sourcreamjoe"
"1911089488530374850","Sat Apr 12 23:46:09 +0000 2025","12","@dedetiyut06 @tanyakanrl Dia ga jelekin jumbo tapi berusaha ngedikte untuk menyesuaikan apa apa dengan agama mayoritas (agama saya juga). Dia ga jelekin jumbo tapi berusaha jualan ebook (yang slide ke 7 nya sudah di hapus) dengan memanfaatkan ketidaksesuaian akidah yang ada di film fantasi","1911204222038904969","","dedetiyut06","in","None","0","1","0","https://x.com/hardlisted/status/1911204222038904969","493682912","hardlisted"
"1911077299648155940","Sat Apr 12 23:44:09 +0000 2025","15","@bicaraboxoffice Min.. klo dibanding film animasi terlaris di malaysia (Mechamato) *yg katanya tolak ukur animasi di Asean kira2 jumbo udh bisa ngelewatin gk ya jumlah penontonnya? soalnya saya cari di gugel mereka gk ada data jumlah penonton","1911203716356874558","","bicaraboxoffice","in","","1","3","0","https://x.com/taauufik1/status/1911203716356874558","1297381361951494144","taauufik1"
"1910992188579725558","Sat Apr 12 23:43:26 +0000 2025","1","@__bukanurusanmu awal yg bagus trus bsk² ketagihan pose foto mode biasa aja","1911203538610622968","","__bukanurusanmu","in","","0","0","0","https://x.com/Hadib1s4/status/1911203538610622968","2253516799","Hadib1s4"
"1911203305499640066","Sat Apr 12 23:42:31 +0000 2025","0","film JUMBO emang bagus polll keren bangettt Ya Allah dibikin nangis sampe watuk wkwkwkwk. apalagi waktu si don nyalain radio terus ortunya muncul lalu meluk don. gak hanya itu terus pas nyanyi ngeresapi liriknya jadi kangen ibuk hehehehe","1911203305499640066","","","in","","0","1","0","https://x.com/ini_suf/status/1911203305499640066","1273836299758100480","ini_suf"
"1911203052599816496","Sat Apr 12 23:41:30 +0000 2025","0","Sumpah ya dari kmrn komen si ibu2 yg blg nnton jumbo jadi takut bikin anaknya mempertanyakan aqidah tu ngeselin. Bkn masalah agama tapi ya namanya film animasi anak apalagi fantasi ya gini. Perasaan dlu wktu kecil w nnton apa aja gapernah lgsg bikin mempertanyakan aqidah deh","1911203052599816496","","","in","+62","0","1","0","https://x.com/deaindaeyo/status/1911203052599816496","261882399","deaindaeyo"
"1910839044050726947","Sat Apr 12 23:38:59 +0000 2025","0","@Queeenov_ @tanyakanrl ada kepala bagian ada kepala bidang kepala seksi banyak....","1911202417485701176","","Queeenov_","in","","0","0","0","https://x.com/Hadib1s4/status/1911202417485701176","2253516799","Hadib1s4"
"1911202197028970744","Sat Apr 12 23:38:06 +0000 2025","2","Pengin nonton film jumbo kalo dah sembuh. Plis jangan turun layar dulu. Aku mau sembuh dulu. ","1911202197028970744","","","in","TEGAL","0","1","0","https://x.com/ila_rizky/status/1911202197028970744","364852240","ila_rizky"
"1911201602255622596","Sat Apr 12 23:35:45 +0000 2025","0","Halo halo ada yg masih cari tix film jumbo untuk hari ini? Aku ada kelebihan 1tix #jumbofilm #jumbo https://t.co/jvv3TH1Rxd","1911201602255622596","https://pbs.twimg.com/media/GoXzuF5XgAAHZGp.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/pacarpcy__/status/1911201602255622596","1173101158635671552","pacarpcy__"
"1911201219873570920","Sat Apr 12 23:34:13 +0000 2025","0","Min @jumbofilm_id hype jumbo ini udah layak nyaingi Frozen animasi karakter dan OSTnya beneran diinget banyak orang tinggal kurang satu fase kaos kaos dg karakter di film jumbo beredar di Tanah Abang ini part paling challenging soal kesadaran IP dan emang efek ramenya jumbo","1911201219873570920","","","in","Iceland","0","0","0","https://x.com/dwiputro89/status/1911201219873570920","1027775966142054401","dwiputro89"
"1911200756444897550","Sat Apr 12 23:32:23 +0000 2025","1","Wts wtb voucher film buy 1 get 1 (b1g1) bisa di xx1 cgv cinepolis Film: 1.Jumbo 2.Pabrik Gula Uncut 3.Qodrat 2 4.Komang Note: 1. Tiap voc ada kuota harian 2. Voc bisa di gunakan di jam 10.00 Yang need boleh chat ke : https://t.co/5p1g7Zs362 Fee : 30% dari diskon #zonauang https://t.co/gPXDl2b5Mr","1911200756444897550","https://pbs.twimg.com/media/GoXy9XBXMAA4U2h.jpg","","in","","1","0","0","https://x.com/ocean_raa/status/1911200756444897550","1538112231921307648","ocean_raa"
"1911107084713886055","Sat Apr 12 23:31:56 +0000 2025","1","@ernestprakasa Film animasi sekelas jumbo gini kalau misal dapet 1jt penonton aja belum bisa BEP kah secara bisnis?","1911200642259177961","","ernestprakasa","in","","0","2","0","https://x.com/sharpenEntry/status/1911200642259177961","1755185443317121024","sharpenEntry"
"1911089488530374850","Sat Apr 12 23:29:23 +0000 2025","0","@tanyakanrl Tinggal dijelasin ke anak kalo film jumbo tuh gk semuanya fakta kayak hantunya itu imajinasi dan kita gk bisa berinteraksi kyk gtu dg hantu d dunia nyata selain anak dapet hiburan anak jg jd belajar fakta dan imajinasi nambah jg wawasannya as simple as that","1911200001767969262","","tanyakanrl","in","","0","0","0","https://x.com/ditoceh/status/1911200001767969262","1386122387930767362","ditoceh"
